Generated by Fabric Compiler ( version 2022.1 <build 99559> ) at Fri Nov  8 20:59:15 2024
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.data_slice_wrlvl.N136(from GTP_LUT5:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.data_slice_wrlvl.N377(from GTP_LUT3:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.data_slice_wrlvl.N386(from GTP_LUT4:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.data_slice_wrlvl.N439(from GTP_LUT5:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.dqsi_rdel_cal.N607(from GTP_LUT5:Z)     : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.dqsi_rdel_cal.N610(from GTP_LUT5:Z)     : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.data_slice_wrlvl.N136(from GTP_LUT5:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.data_slice_wrlvl.N377(from GTP_LUT3:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.data_slice_wrlvl.N386(from GTP_LUT4:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.data_slice_wrlvl.N439(from GTP_LUT5:Z)  : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.dqsi_rdel_cal.N607(from GTP_LUT5:Z)     : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.dqsi_rdel_cal.N610(from GTP_LUT5:Z)     : 8
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_bm.mcdq_dcd_rowaddr.N28(from GTP_LUT5:Z)  : 8
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dfi.N745(from GTP_LUT5:Z)    : 8
  N4588(from GTP_LUT5M:Z)                          : 8
  N4638(from GTP_LUT4:Z)                           : 8
  fft_top_inst.u_fft_wrapper.use_radix2_burst.u_burst_input_ctrl.N95(from GTP_LUT5:Z)  : 8
  fft_top_inst.u_fft_wrapper.use_radix2_burst.u_radix2_burst_core.r2_dit_ctrl.N518(from GTP_LUT2:Z)      : 8
  ms72xx_ctl.iic_dri_rx.N165(from GTP_LUT5:Z)      : 8
  ms72xx_ctl.iic_dri_rx.N460(from GTP_LUT3:Z)      : 8
  ms72xx_ctl.iic_dri_rx.full_cycle(from GTP_LUT5:Z)      : 8
  ms72xx_ctl.iic_dri_tx.N165(from GTP_LUT5:Z)      : 8
  ms72xx_ctl.iic_dri_tx.N460(from GTP_LUT3:Z)      : 8
  ms72xx_ctl.iic_dri_tx.full_cycle(from GTP_LUT5:Z)      : 8
  ms72xx_ctl.ms7200_ctl.N1914_inv(from GTP_LUT5:Z)       : 8
  ms72xx_ctl.ms7200_ctl.N2009_inv(from GTP_LUT5:Z)       : 8
  ms72xx_ctl.ms7200_ctl.N2031_inv(from GTP_LUT5:Z)       : 8
  ms72xx_ctl.ms7200_ctl.N2053_inv(from GTP_LUT5:Z)       : 8
  uart_cache[0][8:0]_and(from GTP_LUT5:Z)          : 8
  uart_cache[1][8:0]_and(from GTP_LUT5:Z)          : 8
  uart_cache[2][8:0]_and(from GTP_LUT5:Z)          : 8
  uart_rx1.N171(from GTP_LUT5M:Z)                  : 8
  uart_rx1.rx_state_3(from GTP_DFF:Q)              : 8
  udp_rec_top_inst.u_udp.u_udp_rx.N549(from GTP_LUT4:Z)  : 8
  udp_rec_top_inst.u_udp.u_udp_rx.N618(from GTP_LUT4:Z)  : 8
  udp_rec_top_inst.u_udp.u_udp_rx.N693(from GTP_LUT4:Z)  : 8
  udp_rec_top_inst.u_udp.u_udp_tx.N963(from GTP_LUT5:Z)  : 8
  udp_tx_top_revised_inst.u_udp.u_udp_tx.N963(from GTP_LUT5:Z)       : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N607(from GTP_LUT5:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N662(from GTP_LUT3:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N752(from GTP_LUT3:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N786(from GTP_LUT5:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N818(from GTP_LUT3:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N837(from GTP_LUT5:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N856(from GTP_LUT3:Z)    : 8
  udp_tx_top_revised_inst.udp_inst.u_udp_tx_image._N99899(from GTP_LUT3:Z)       : 8
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_reset_ctrl.N219(from GTP_LUT4:Z)     : 9
  fft_top_inst.u_fft_ctrl.N70(from GTP_LUT3:Z)     : 9
  ms72xx_ctl.ms7200_ctl.N1845(from GTP_LUT5:Z)     : 9
  ms72xx_ctl.ms7200_ctl.N1895(from GTP_LUT4:Z)     : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl0.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)       : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl0.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)    : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl1.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)       : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl1.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)    : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl2.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)       : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl2.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)    : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl3.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)       : 9
  ~user_axi_m_arbitration.user_rw_fifo_ctrl3.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)    : 9
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[0].u_ddrphy_data_slice.dqsi_rdel_cal.N598(from GTP_LUT5:Z)     : 10
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[1].u_ddrphy_data_slice.dqsi_rdel_cal.N598(from GTP_LUT5:Z)     : 10
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.dqsi_rdel_cal.N598(from GTP_LUT5:Z)     : 10
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.dqsi_rdel_cal.N598(from GTP_LUT5:Z)     : 10
  hdmi_test1_inst.pattern_vg_revised_inst.N76(from GTP_LUT5:Z)       : 10
  hdmi_test1_inst.sync_vg.N79(from GTP_LUT5:Z)     : 10
  hdmi_video_zoom.N1124(from GTP_LUT3:Z)           : 10
  hdmi_video_zoom.interpolation_data_save(from GTP_DFF_R:Q)    : 10
  nt_sys_rst_n(from GTP_INBUF:O)                   : 10
  eth0_img_pkt.N217(from GTP_LUT5:Z)               : 11
  fft_top_inst.asyn_fifo_inst.N138(from GTP_LUT3:Z)      : 11
  fft_top_inst.asyn_fifo_inst.we(from GTP_LUT2:Z)  : 11
  user_sync_gen.N112(from GTP_LUT5:Z)              : 11
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[0].u_ddrphy_data_slice.dqsi_rdel_cal.N570(from GTP_LUT4:Z)     : 12
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[1].u_ddrphy_data_slice.dqsi_rdel_cal.N570(from GTP_LUT4:Z)     : 12
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[2].u_ddrphy_data_slice.dqsi_rdel_cal.N570(from GTP_LUT4:Z)     : 12
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[3].u_ddrphy_data_slice.dqsi_rdel_cal.N570(from GTP_LUT4:Z)     : 12
  I_ipsxb_ddr_top.u_ddrphy_top.gatecal_start(from GTP_DFF_C:Q)       : 12
  hdmi_video_zoom.N764(from GTP_LUT3:Z)            : 12
  hdmi_video_zoom.N781(from GTP_LUT3:Z)            : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl0.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)      : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl0.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)     : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl1.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)      : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl1.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)     : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl2.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)      : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl2.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)     : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl3.user_read_ddr_fifo.U_ipml_fifo_read_ddr_fifo.U_ipml_fifo_ctrl.rempty(from GTP_INV:Z)      : 12
  ~user_axi_m_arbitration.user_rw_fifo_ctrl3.user_write_ddr_fifo.U_ipml_fifo_write_ddr_fifo.U_ipml_fifo_ctrl.wfull(from GTP_INV:Z)     : 12
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_bm.N172(from GTP_LUT3:Z)      : 13
  eth0_img_pkt.N148(from GTP_LUT3:Z)               : 13
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_bm.N281(from GTP_LUT4:Z)      : 14
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dfi.N2049(from GTP_LUT5:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m0.N369(from GTP_LUT3:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m0.N477(from GTP_LUT5:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m1.N369(from GTP_LUT3:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m1.N477(from GTP_LUT5:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m2.N369(from GTP_LUT4:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m2.N477(from GTP_LUT5:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m3.N369(from GTP_LUT4:Z)   : 14
  user_axi_m_arbitration.u_axi_full_m3.N477(from GTP_LUT5:Z)   : 14
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_info.N308(from GTP_LUT5:Z)     : 15
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_info.N392(from GTP_LUT5:Z)     : 15
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_info.N476(from GTP_LUT5:Z)     : 15
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_info.N560(from GTP_LUT5:Z)     : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_bm.N304(from GTP_LUT2:Z)      : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_bm.N317(from GTP_LUT4:Z)      : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N254(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N258(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N262(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N266(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N270(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N274(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N278(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N282(from GTP_LUT5:Z)       : 15
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_calib_top.ddrphy_init.N274(from GTP_LUT5:Z)      : 16
  eth0_img_pkt.N154(from GTP_LUT3:Z)               : 16
  eth0_img_pkt.N181(from GTP_LUT5:Z)               : 16
  hdmi_test1_inst.fft_sop1(from GTP_DFF_C:Q)       : 16
  udp_rec_top_inst.u_udp.u_udp_rx.N644(from GTP_LUT2:Z)  : 16
  udp_rec_top_inst.u_udp.u_udp_tx.N1021(from GTP_LUT3:Z)       : 16
  udp_rec_top_inst.u_udp.u_udp_tx.N1659(from GTP_LUT5:Z)       : 16
  udp_tx_top_revised_inst.u_udp.u_udp_tx.N1021(from GTP_LUT5:Z)      : 16
  udp_tx_top_revised_inst.u_udp.u_udp_tx.N1659(from GTP_LUT3:Z)      : 16
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N689(from GTP_LUT5:Z)    : 16
  udp_tx_top_revised_inst.udp_inst.u_udp_tx_image.N1065(from GTP_LUT4:Z)   : 16
  udp_tx_top_revised_inst.udp_inst.u_udp_tx_image.N1703(from GTP_LUT4:Z)   : 16
  udp_tx_top_revised_inst.udp_inst.u_udp_tx_image.N922(from GTP_LUT5:Z)    : 16
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_calib_top.rdcal.N685(from GTP_LUT5:Z)      : 18
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_calib_top.rdcal.N752(from GTP_LUT5:Z)      : 18
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcd_top.mcdq_dcd_sm.N461(from GTP_LUT5:Z)      : 18
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N698(from GTP_LUT4:Z)    : 18
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_reset_ctrl.ddrphy_pll_lock_debounce.N43(from GTP_LUT5:Z)     : 19
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.mcdq_reg_fifo2.N10(from GTP_LUT5:Z)     : 20
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.mcdq_reg_fifo2.N14(from GTP_LUT5:Z)     : 20
  ms72xx_ctl.ms7200_ctl.N1955(from GTP_LUT2:Z)     : 20
  ms72xx_ctl.ms7210_ctl.N591(from GTP_LUT4:Z)      : 20
  udp_rec_top_inst.u_udp.u_udp_tx.N888(from GTP_LUT5M:Z)       : 20
  udp_tx_top_revised_inst.u_udp.u_udp_tx.N888(from GTP_LUT5:Z)       : 20
  udp_tx_top_revised_inst.udp_inst.u_udp_tx_image.N914(from GTP_LUT5:Z)    : 20
  hdmi_video_zoom.N839(from GTP_LUT3:Z)            : 24
  hdmi_video_zoom.N855(from GTP_LUT3:Z)            : 24
  hdmi_video_zoom.N871(from GTP_LUT3:Z)            : 24
  hdmi_video_zoom.N887(from GTP_LUT3:Z)            : 24
  r_b_out[7:0]_and(from GTP_LUT5:Z)                : 24
  udp_rec_top_inst.u_udp.u_udp_rx.N584(from GTP_LUT4:Z)  : 24
  udp_rec_top_inst.u_udp.u_udp_rx.N653(from GTP_LUT5:Z)  : 24
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N635(from GTP_LUT4:Z)    : 24
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.i_dqs_group[0].u_ddrphy_data_slice.dqsi_rdel_cal.N456(from GTP_LUT3:Z)     : 26
  N4326(from GTP_LUT3:Z)                           : 26
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.N228(from GTP_LUT5M:Z)      : 27
  hdmi_video_zoom.N1362(from GTP_LUT5M:Z)          : 30
  nt_uart_led(from GTP_DFF_CE:Q)                   : 31
  eth0_img_pkt.N195(from GTP_LUT4:Z)               : 32
  ms72xx_ctl.ms7200_ctl.N8(from GTP_LUT5:Z)        : 32
  udp_rec_top_inst.u_udp.u_crc32_d8.N263(from GTP_LUT2:Z)      : 32
  udp_tx_top_revised_inst.u_udp.u_crc32_d8.N263(from GTP_LUT2:Z)     : 32
  udp_tx_top_revised_inst.udp_inst.u_crc32_d8.N263(from GTP_LUT2:Z)  : 32
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcp_top.mcdq_dcp_buf.A_ipsxb_distributed_fifo.rd_en(from GTP_LUT3:Z)   : 35
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcp_top.mcdq_dcp_buf.B_ipsxb_distributed_fifo.rd_en(from GTP_LUT3:Z)   : 35
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcp_top.ctrl_back_rdy(from GTP_DFF_C:Q)  : 36
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcp_top.mcdq_dcp_back_ctrl.N104(from GTP_LUT5M:Z)    : 36
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_dcp_top.mcdq_dcp_buf.N197(from GTP_LUT5:Z)     : 36
  hdmi_video_zoom.N1008(from GTP_LUT3:Z)           : 38
  hdmi_video_zoom.N1036(from GTP_LUT3:Z)           : 38
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.u_user_cmd_fifo.N10(from GTP_LUT4:Z)    : 44
  I_ipsxb_ddr_top.u_ipsxb_ddrc_top.mcdq_ui_axi.u_user_cmd_fifo.N14(from GTP_LUT4:Z)    : 44
  udp_rec_top_inst.u_udp.u_udp_rx.N535(from GTP_LUT5:Z)  : 48
  udp_tx_top_revised_inst.udp_inst.u_udp_rx_image.N593(from GTP_LUT5:Z)    : 48
  fft_top_inst.o_axi4s_data_tvalid(from GTP_DFF:Q)       : 50

Number of DFF:CLK Signals : 11
  I_ipsxb_ddr_top.ioclk_gate_clk(from GTP_CLKBUFG:CLKOUT)      : 1
  adnet_data_clk(from GTP_LUT5:Z)                  : 22
  pix_clk(from GTP_PLL_E3:CLKOUT1)                 : 64
  nt_da_clk(from GTP_PLL_E3:CLKOUT1)               : 66
  I_ipsxb_ddr_top.pll_clkin(from GTP_CLKBUFG:CLKOUT)     : 69
  rgmii_clk_0(from GTP_CLKBUFG:CLKOUT)             : 276
  cfg_clk(from GTP_PLL_E3:CLKOUT0)                 : 346
  rgmii_clk_1(from GTP_CLKBUFG:CLKOUT)             : 532
  nt_pixclk_in(from GTP_INBUF:O)                   : 1135
  nt_sys_clk(from GTP_INBUF:O)                     : 1624
  ddr_ip_clk(from GTP_IOCLKDIV:CLKDIVOUT)          : 4557

Number of DFF:CP Signals : 12
  ~nt_rstn_out(from GTP_INV:Z)                     : 1
  I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_reset_ctrl.ddrphy_dll_rst_rg(from GTP_DFF_P:Q)   : 2
  ~I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_reset_ctrl.ddrphy_rst_n_rg(from GTP_INV:Z)      : 2
  ~ddr_ip_rst_n(from GTP_INV:Z)                    : 2
  ~I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_slice_top.logic_ck_rstn(from GTP_INV:Z)   : 8
  ~I_ipsxb_ddr_top.u_ddrphy_top.logic_rstn(from GTP_INV:Z)     : 22
  eth0_img_pkt.pos_vsync(from GTP_LUT2:Z)          : 81
  user_axi_m_arbitration.user_rw_fifo_ctrl0.user_read_ddr_fifo.rd_rst(from GTP_LUT3:Z)       : 344
  user_axi_m_arbitration.user_rw_fifo_ctrl0.user_write_ddr_fifo.rd_rst(from GTP_LUT3:Z)      : 344
  ~nt_sys_rst_n(from GTP_INV:Z)                    : 1172
  ~I_ipsxb_ddr_top.ddr_rstn(from GTP_INV:Z)        : 1676
  ~I_ipsxb_ddr_top.u_ddrphy_top.ddrphy_rst_n(from GTP_INV:Z)   : 2290

Number of DFF:RS Signals : 45
  ~ms72xx_ctl.iic_dri_rx.trans_en(from GTP_INV:Z)  : 1
  ~ms72xx_ctl.iic_dri_tx.trans_en(from GTP_INV:Z)  : 1
  ms72xx_ctl.iic_dri_rx.N499(from GTP_LUT2:Z)      : 3
  ms72xx_ctl.iic_dri_tx.N499(from GTP_LUT2:Z)      : 3
  uart_rx1.N155(from GTP_LUT5:Z)                   : 3
  ~hdmi_test1_inst.de(from GTP_INV:Z)              : 3
  ms72xx_ctl.iic_dri_rx.start(from GTP_LUT2:Z)     : 4
  ms72xx_ctl.iic_dri_tx.start(from GTP_LUT2:Z)     : 4
  user_axi_m_arbitration.u_axi_full_m0.N214(from GTP_LUT3:Z)   : 4
  user_axi_m_arbitration.u_axi_full_m1.N214(from GTP_LUT3:Z)   : 4
  user_axi_m_arbitration.u_axi_full_m2.N214(from GTP_LUT3:Z)   : 4
  user_axi_m_arbitration.u_axi_full_m3.N214(from GTP_LUT3:Z)   : 4
  ms72xx_ctl.iic_dri_rx.N434(from GTP_LUT2:Z)      : 5
  ms72xx_ctl.iic_dri_tx.N434(from GTP_LUT2:Z)      : 5
  user_axi_m_arbitration.u_axi_full_m1.N264(from GTP_LUT3:Z)   : 5
  user_axi_m_arbitration.u_axi_full_m2.N264(from GTP_LUT3:Z)   : 5
  user_axi_m_arbitration.u_axi_full_m3.N264(from GTP_LUT3:Z)   : 5
  hdmi_loop_inst.image_relief_effect_inst.new_pix_val[9](from GTP_LUT5CARRY:Z)   : 8
  user_axi_m_arbitration.u_axi_full_m0.N129(from GTP_LUT4:Z)   : 8
  ~ms72xx_ctl.iic_dri_rx.state_4(from GTP_INV:Z)   : 8
  ~ms72xx_ctl.iic_dri_tx.state_4(from GTP_INV:Z)   : 8
  uart_rx1.N13(from GTP_LUT2:Z)                    : 9
  GND                                              : 10
  hdmi_test1_inst.sync_vg.h_count[9:0]_or(from GTP_LUT5:Z)     : 10
  hdmi_test1_inst.sync_vg.x_act[9:0]_or(from GTP_LUT5:Z)       : 10
  hdmi_test1_inst.sync_vg.y_act[9:0]_or(from GTP_LUT5:Z)       : 10
  hdmi_video_zoom.N897(from GTP_LUT3:Z)            : 10
  user_axi_m_arbitration.N343(from GTP_LUT3:Z)     : 11
  user_sync_gen.h_count[11:0]_or(from GTP_LUT5:Z)  : 12
  user_sync_gen.x_act[11:0]_or(from GTP_LUT5:Z)    : 12
  user_sync_gen.y_act[11:0]_or(from GTP_LUT5:Z)    : 12
  ~nt_rstn_out(from GTP_INV:Z)                     : 12
  ~locked(from GTP_INV:Z)                          : 14
  ms72xx_ctl.ms7210_ctl.N539(from GTP_LUT2:Z)      : 22
  hdmi_video_zoom.N767(from GTP_LUT5:Z)            : 24
  ~nt_led_int(from GTP_INV:Z)                      : 27
  hdmi_video_zoom.N1365(from GTP_LUT4:Z)           : 30
  hdmi_video_zoom.user_interpolation_ram0.rd_rst(from GTP_LUT2:Z)    : 37
  ~ms72xx_ctl.init_over_rx(from GTP_INV:Z)         : 39
  ~ddr_ip_rst_n_1(from GTP_INV:Z)                  : 53
  ~nt_sys_rst_n(from GTP_INV:Z)                    : 56
  ~ms72xx_ctl.rstn(from GTP_INV:Z)                 : 101
  hdmi_video_zoom.N828(from GTP_LUT3:Z)            : 108
  hdmi_video_zoom.user_interpolation_ram0.wr_rst(from GTP_LUT4:Z)    : 110
  user_axi_m_arbitration.N220(from GTP_LUT2:Z)     : 218

